shipment_id,tracking_number,order_id,customer_id,customer_name,shipment_type,carrier,status,origin_city,origin_country,destination_city,destination_country,package_weight_kg,package_dimensions_cm,declared_value_eur,shipping_cost_eur,insurance_cost_eur,pickup_date,estimated_delivery_date,actual_delivery_date,warehouse_id,driver_id,distance_km,delivery_attempts,signature_required,customer_satisfaction_score,delay_reason,damage_reported,claim_filed,claim_amount_eur,co2_emissions_kg,is_international,created_at
SHP-202339807,TRK302908281968,ORD-5257725,CUST-611319,Lisa Wolf,Economy,DHL,delivered,Munich,DE,Zurich,Austria,35.99,128x27x75,613.08,77.73,0.0,2025-12-18,2022-12-27,2025-12-14,WH-BER,DRV-7092,222,1,False,,Strike,False,False,0.0,42.83,False,2023-09-14 09:54:00
SHP-202339808,TRK965087829144,ORD-9280681,CUST-146833,Anna Schneider,Economy,Deutsche Post,Failed,Dortmund,Germany,Dresden,Germany,35.02,133x11x62,4963.69,25.93,15.97,14/01/2024,2022-07-19,2025-03-06,WH-MUC,DRV-6017,524,1,True,,,True,True,0.0,30.42,False,2023-11-25 22:31:00
SHP-202339809,TRK603986484734,ORD-1845333,CUST-744422,Anna Meyer,Standard,DPD,Out for Delivery,Dortmund,GERMANY,Zurich,GERMANY,42.27,145x35x23,4932.43,54.91,12.21,2025-08-03,2025-05-13,26 Mar 2024,WH-CGN,DRV-7380,684,5,True,,Traffic,True,True,0.0,10.85,False,2023-04-20 14:37:00
SHP-202339810,TRK969603967881,ORD-2961951,CUST-112661,Lukas Becker,Standard,Hermes,Returned,Nuremberg,DE,Paris,AT,36.08,56x40x22,1404.92,27.77,1.65,03/06/2024,16/12/2025,2022-11-19,WH-FRA,DRV-2034,938,4,False,4.0,Recipient Not Available,True,True,0.0,86.43,False,2023-04-28 17:01:00
SHP-202339811,TRK443806654053,ORD-3679435,CUST-961995,Andreas Bauer,Economy,UPS,Returned,Hamburg,Deutschland,Hamburg,NL,13.78,126x91x79,1738.06,85.13,0.0,21 Mar 2022,2024-08-01,12-09-2025,WH-MUC,DRV-2624,839,3,False,3.0,Strike,False,False,0.0,21.74,True,2023-02-09 08:45:00
SHP-202339812,TRK844042831920,ORD-7870145,CUST-565827,Leon Schneider,Standard,DHL,Lost,Duisburg,GERMANY,Nuremberg,PL,20.35,77x89x65,4676.98,14.06,0.0,2024-06-24,2023-10-11,21/09/2024,WH-DRS,DRV-4346,226,1,False,3.0,Customs Delay,True,False,0.0,90.99,False,2023-01-08 09:34:00
SHP-202339813,TRK180715732894,ORD-8376254,CUST-437439,Sophie Boateng,International,DB Schenker,Lost,Leipzig,GERMANY,Amsterdam,CH,46.51,36x64x52,458.78,78.63,0.0,2025-05-04,2022-05-27,2025-10-06,WH-HAM,DRV-8617,610,5,False,4.0,Vehicle Breakdown,True,False,0.0,3.4,False,2023-07-03 22:20:00
SHP-202339814,TRK114207263787,ORD-1748883,CUST-356994,Sarah Muller,Economy,Hermes,delivered,Hanover,GERMANY,Frankfurt,Netherlands,40.81,16x47x76,2226.28,31.12,23.04,26-03-2025,2023-10-28,25-09-2025,WH-BER,DRV-5558,19,3,False,,Weather,True,False,0.0,18.92,False,2023-12-15 11:56:00
SHP-202339815,TRK894693259083,ORD-8870664,CUST-989496,Anna Richter,Express,Amazon Logistics,In Transit,Dortmund,Germany,Hamburg,AT,38.28,46x51x27,725.25,60.85,2.95,2023-07-31,2025-02-01,2024-08-10,WH-CGN,DRV-6908,720,4,True,,Incorrect Address,False,False,0.0,20.23,True,2023-10-17 09:01:00
SHP-202339816,TRK219200221260,ORD-5335341,CUST-945486,Lukas Schmidt,Economy,DHL,In Transit,Bremen,DE,Paris,AT,7.14,42x90x77,2388.91,48.29,13.03,29-03-2023,2023-07-15,2025-09-11,WH-BER,DRV-5202,1021,1,False,2.0,,False,True,0.0,83.67,False,2023-04-08 08:30:00
SHP-202339817,TRK326309742414,ORD-9224160,CUST-586508,Sarah Schneider,Express,DB Schenker,Out for Delivery,Dusseldorf,Deutschland,Warsaw,CH,21.68,51x77x47,3709.48,4.42,0.0,2025-02-02,2025-03-13,2022-09-29,WH-DRS,DRV-7958,453,1,False,3.0,Vehicle Breakdown,False,False,0.0,96.44,True,2023-02-12 22:35:00
SHP-202339818,TRK967919724032,ORD-7451101,CUST-321584,Lukas Richter,Next Day,GLS,Returned,Dortmund,GERMANY,Hanover,Poland,6.34,55x26x47,3768.01,84.86,0.0,2024-01-31,2023-07-28,2024-06-08,WH-DRS,DRV-9492,960,4,False,,,True,False,0.0,82.53,True,2023-07-12 04:01:00
SHP-202339819,TRK216604369452,ORD-8892630,CUST-385353,Emma Boateng,Express,UPS,Returned,Leipzig,Germany,Vienna,CH,27.37,100x13x6,3396.15,40.19,6.98,2025-09-16,2022-05-27,09-01-2025,WH-HAM,DRV-5588,1487,5,False,,Vehicle Breakdown,True,False,0.0,44.92,False,2023-11-12 19:21:00
SHP-202339820,TRK591218555957,ORD-2490465,CUST-142143,Andreas Koch,Standard,UPS,Failed,Bremen,Germany,Nuremberg,GERMANY,3.4,105x34x12,782.4,39.11,N/A,02-01-2025,2022-01-06,2022-08-22,WH-DRS,DRV-5933,896,5,False,,Traffic,False,False,0.0,25.46,True,2023-10-14 02:47:00
SHP-202339821,TRK734427740289,ORD-9029889,CUST-926569,Sarah Koch,Express,Hermes,Out for Delivery,Dortmund,GERMANY,Frankfurt,Germany,46.83,59x46x40,130.95,79.24,2.07,05/16/2022,18-03-2022,2024-12-06,WH-CGN,DRV-2203,689,1,True,2.0,Weather,False,False,0.0,99.65,False,2023-07-11 20:35:00
SHP-202339822,TRK723263383042,ORD-3340307,CUST-335093,Andreas Meyer,Express,Hermes,DELIVERED,Hanover,DE,Dusseldorf,Czech Republic,5.12,16x57x19,2652.73,48.8,2.85,2025-05-05,2022-11-07,2022-11-30,WH-FRA,DRV-8396,1434,4,False,1.0,,True,True,0.0,87.72,False,2023-04-04 17:23:00
SHP-202339823,TRK402659767986,ORD-7280400,CUST-568302,David Bauer,Freight,DHL,Returned,Cologne,GERMANY,Cologne,CZ,6.29,116x83x64,3995.81,8.73,0.0,2022-10-13,2022-02-28,2024-10-27,WH-CGN,DRV-4226,140,1,True,,Recipient Not Available,True,False,0.0,18.49,False,2023-12-16 17:04:00
SHP-202339824,TRK934935044472,ORD-3335464,CUST-688722,Felix Schulz,International,GLS,Attempted,Stuttgart,GERMANY,Berlin,GERMANY,18.84,26x75x46,4823.91,60.28,4.06,2023-12-22,2025-01-10,2023-06-12,WH-CGN,DRV-3033,985,4,False,,Strike,True,False,0.0,54.7,True,2023-12-09 21:11:00
SHP-202339825,TRK425159930995,ORD-8071318,CUST-738557,Andreas Osei,International,DB Schenker,Lost,Dusseldorf,Germany,Duisburg,Poland,21.64,128x64x68,1330.73,33.23,0.0,2023-06-23,2025-06-06,2023-02-08,WH-MUC,DRV-6986,517,1,True,3.0,Weather,False,False,0.0,95.97,False,2023-11-04 06:09:00
SHP-202339826,TRK598136086410,ORD-9367789,CUST-465585,Michael Schmidt,Same Day,GLS,Lost,Dresden,Deutschland,Nuremberg,Czech Republic,41.66,66x60x46,1668.87,54.49,N/A,03/08/2024,05/26/2025,20-08-2022,WH-CGN,DRV-7175,140,5,True,,Incorrect Address,True,True,0.0,76.72,False,2023-12-17 03:46:00
SHP-202339827,TRK875127331366,ORD-5325791,CUST-511854,Felix Muller,International,FedEx,Returned,Leipzig,DE,Hanover,GERMANY,48.93,58x66x5,824.89,38.5,24.52,2025-07-19,22 Jun 2023,2024-08-03,WH-HAM,DRV-7255,816,3,True,5.0,Vehicle Breakdown,False,False,0.0,24.24,False,2023-04-05 07:49:00
SHP-202339828,TRK895495260382,ORD-2524015,CUST-723810,Michael Wagner,International,DHL,DELIVERED,Essen,Germany,Warsaw,NL,9.19,141x38x15,3011.94,68.98,4.78,2025-07-26,2025-07-24,14 Jul 2024,WH-MUC,DRV-7622,795,3,True,,,True,True,0.0,20.79,True,2023-02-25 21:50:00
SHP-202339829,TRK158070793294,ORD-9945896,CUST-639308,Felix Becker,International,DPD,Returned,Hamburg,DE,Frankfurt,PL,29.61,10x37x30,1060.98,65.92,0.0,2025-07-05,2022-04-13,2024-02-15,WH-BER,DRV-6036,215,1,False,1.0,Incorrect Address,True,False,0.0,18.72,True,2023-04-18 04:34:00
SHP-202339830,TRK420277848292,ORD-8944249,CUST-379358,Max Meyer,Freight,Hermes,Failed,Essen,Germany,Berlin,Czech Republic,39.35,82x82x67,3349.95,39.57,21.57,11/06/2022,2023-10-15,2024-07-28,WH-DRS,DRV-5386,1333,4,True,5.0,,False,False,0.0,47.51,False,2023-04-27 00:48:00
SHP-202339831,TRK971366130755,ORD-5140171,CUST-273712,Sabine Agyeman,Standard,FedEx,DELIVERED,Bremen,GERMANY,Warsaw,Poland,39.54,10x27x20,2239.96,58.44,14.36,2023-01-01,2025-02-22,2022-12-01,WH-BER,DRV-3679,296,4,False,2.0,Vehicle Breakdown,True,True,0.0,78.34,True,2023-06-16 15:13:00
SHP-202339832,TRK393253623732,ORD-2277332,CUST-659126,Christina Klein,Same Day,DPD,delivered,Dresden,Deutschland,Dusseldorf,Germany,15.46,14x39x73,745.98,75.06,0.0,2024-04-09,2024-02-20,2022-04-01,WH-MUC,DRV-4666,847,2,True,3.0,,False,True,0.0,75.4,False,2023-09-16 11:52:00
SHP-202339833,TRK854220228167,ORD-7947327,CUST-674812,Sarah Sowah,Express,FedEx,delivered,Berlin,GERMANY,Hamburg,Switzerland,26.61,16x48x31,4404.24,11.57,20.73,2024-02-11,2024-12-27,2022-02-06,WH-FRA,DRV-3171,504,4,False,,Customs Delay,False,False,0.0,34.79,True,2023-04-05 04:25:00
SHP-202339834,TRK220677285305,ORD-3627715,CUST-603046,Felix Richter,Same Day,DPD,DELIVERED,Stuttgart,Deutschland,Bremen,Austria,49.08,71x31x21,1635.82,16.14,15.08,2023-05-18,2025-11-04,2024-03-02,WH-BER,DRV-4050,1476,1,False,,,True,False,0.0,61.09,True,2023-03-05 21:57:00
SHP-202339835,TRK717253423812,ORD-4327459,CUST-484636,Daniel Schulz,Freight,FedEx,Lost,Hamburg,GERMANY,Prague,Netherlands,49.34,97x52x47,4518.55,88.3,N/A,2023-02-23,2023-02-16,2022-11-04,WH-HAM,DRV-6276,1477,3,True,2.0,,True,True,0.0,86.11,False,2023-08-05 05:42:00
SHP-202339836,TRK730140348292,ORD-6665997,CUST-597220,Daniel Boateng,Freight,Deutsche Post,Lost,Hanover,GERMANY,Warsaw,Czech Republic,34.13,26x46x19,2499.13,23.19,13.12,2025-02-04,2025-11-08,2022-10-27,WH-FRA,DRV-2181,1028,5,True,1.0,Vehicle Breakdown,True,True,0.0,3.6,False,2023-05-21 20:59:00
SHP-202339837,TRK496108996012,ORD-3402184,CUST-617774,Felix Richter,Express,GLS,Returned,Dortmund,GERMANY,Cologne,FR,9.99,52x47x39,1585.93,32.86,24.52,2025-06-21,07/02/2025,2024-07-29,WH-CGN,DRV-5616,1470,1,True,2.0,Recipient Not Available,False,False,0.0,84.38,False,2023-12-23 00:28:00
SHP-202339838,TRK588819406783,ORD-3375505,CUST-303911,Sabine Mensah,Freight,UPS,Returned,Hanover,Deutschland,Dusseldorf,Austria,49.55,83x13x7,3976.07,14.35,0.0,2025-10-26,2024-07-08,2022-05-07,WH-MUC,DRV-3378,473,3,False,,,True,False,0.0,16.69,False,2023-08-02 17:40:00
SHP-202339839,TRK637209990144,ORD-2240461,CUST-231303,Michael Weber,Economy,DB Schenker,Failed,Dusseldorf,DE,Vienna,Czech Republic,5.92,111x47x11,2152.84,16.71,0.0,2022-03-26,2022-08-24,2024-09-14,WH-BER,DRV-8288,1074,1,True,,Customs Delay,True,False,0.0,76.87,True,2023-06-21 11:06:00
SHP-202339840,TRK568453235096,ORD-1345550,CUST-944577,Daniel Agyeman,Next Day,Hermes,Lost,Cologne,DE,Dusseldorf,CZ,33.97,132x79x15,776.91,77.55,0.0,03 Jun 2022,2024-08-12,2023-03-07,WH-HAM,DRV-1019,993,4,False,1.0,Incorrect Address,True,True,0.0,98.84,True,2023-05-25 00:55:00
SHP-202339841,TRK358203645926,ORD-2859045,CUST-996247,Lisa Richter,Freight,FedEx,Pending,Duisburg,Deutschland,Vienna,CH,7.82,137x84x59,730.51,83.71,9.32,2024-05-12,2023-09-27,2022-01-03,WH-CGN,DRV-6669,361,5,True,3.0,Strike,False,True,0.0,14.54,True,2023-04-14 16:53:00
SHP-202339842,TRK348283972170,ORD-2430144,CUST-170413,Petra Weber,Standard,Deutsche Post,Returned,Bremen,Deutschland,Dusseldorf,NL,25.64,62x72x64,3153.62,55.94,N/A,07/13/2023,27 May 2024,2022-01-23,WH-CGN,DRV-2784,292,1,True,1.0,Weather,True,True,0.0,73.94,False,2023-05-24 10:58:00
SHP-202339843,TRK623765530197,ORD-3777563,CUST-661696,Max Hoffmann,Same Day,Amazon Logistics,Returned,Hamburg,DE,Bremen,Netherlands,7.88,79x21x79,3312.12,66.56,0.0,2024-07-17,2024-08-20,31-12-2024,WH-FRA,DRV-2908,156,2,True,3.0,,False,True,0.0,72.23,False,2023-07-13 13:26:00
SHP-202339844,TRK328330028683,ORD-6363098,CUST-669725,Emma Boateng,Economy,Deutsche Post,Delivered,Hanover,GERMANY,Paris,France,47.75,135x32x65,1801.95,9.67,0.0,15 Sep 2025,2023-11-28,2024-12-02,WH-FRA,DRV-4096,741,1,False,,,True,False,0.0,25.93,True,2023-11-14 22:51:00
SHP-202339845,TRK831087736214,ORD-1968523,CUST-149889,Lukas Richter,Same Day,FedEx,delivered,Dortmund,Germany,Duisburg,Austria,20.27,111x95x16,4984.29,53.86,20.68,2024-06-27,06-06-2022,2024-03-11,WH-HAM,DRV-9775,1467,1,True,2.0,,True,True,0.0,27.2,False,2023-05-14 23:18:00
SHP-202339846,TRK449228070437,ORD-9822853,CUST-504771,Daniel Schulz,Next Day,DB Schenker,Attempted,Dresden,GERMANY,Vienna,Czech Republic,42.06,81x81x53,56.34,14.52,3.87,2025-09-12,11 Aug 2023,2024-04-12,WH-CGN,DRV-9019,1199,5,False,,,False,True,0.0,83.3,True,2023-04-14 06:26:00
SHP-202339847,TRK592528094982,ORD-4363907,CUST-421119,Felix Osei,Freight,DHL,Delivered,Essen,Germany,Duisburg,AT,16.29,102x93x21,916.45,15.61,0.0,2022-01-04,01/12/2022,08-03-2024,WH-HAM,DRV-1301,443,1,False,,Strike,False,True,0.0,62.27,True,2023-01-04 11:54:00
SHP-202339848,TRK133830047441,ORD-8379380,CUST-153946,Lisa Boateng,Express,FedEx,delivered,Berlin,Deutschland,Amsterdam,PL,41.09,81x40x66,3896.61,40.21,14.17,2023-04-30,2023-03-17,2025-03-19,WH-CGN,DRV-1855,290,3,False,5.0,Incorrect Address,False,True,0.0,87.88,True,2023-09-23 05:58:00
SHP-202339849,TRK126211922921,ORD-4174127,CUST-640582,Hanna Schulz,Next Day,Deutsche Post,Out for Delivery,Berlin,DE,Dortmund,NL,38.49,24x75x12,2248.35,20.06,20.83,10 May 2025,16 Jun 2025,25 Sep 2025,WH-HAM,DRV-6520,387,5,False,3.0,Weather,True,False,0.0,53.16,False,2023-03-10 16:34:00
SHP-202339850,TRK812937917041,ORD-4576973,CUST-961802,Paul Weber,Standard,Deutsche Post,In Transit,Duisburg,Germany,Leipzig,Poland,2.67,73x50x78,1327.78,62.31,0.0,2025-06-08,2022-09-14,2022-12-22,WH-BER,DRV-7015,53,4,True,3.0,Vehicle Breakdown,True,False,0.0,25.57,True,2023-04-14 17:06:00
SHP-202339851,TRK471543743453,ORD-5089860,CUST-863540,Petra Muller,Standard,Amazon Logistics,Out for Delivery,Leipzig,DE,Prague,Poland,30.12,98x23x77,3906.46,89.61,14.14,2023-02-03,2025-05-02,2025-10-19,WH-BER,DRV-9555,457,4,True,4.0,Weather,True,True,849.85,62.63,True,2023-08-25 21:46:00
SHP-202339852,TRK183894551698,ORD-8932490,CUST-756922,Hanna Schneider,Same Day,FedEx,delivered,Munich,Deutschland,Munich,Germany,32.47,107x18x59,2982.19,24.55,0.0,07-01-2025,01/07/2022,2025-04-26,WH-CGN,DRV-3920,516,1,True,3.0,Strike,True,True,0.0,11.41,True,2023-06-08 04:06:00
SHP-202339853,TRK272962863822,ORD-5795375,CUST-653891,Max Klein,Express,DPD,Delivered,Nuremberg,GERMANY,Warsaw,France,7.28,40x20x33,3577.61,10.13,0.0,27/07/2022,2024-01-13,23-01-2024,WH-FRA,DRV-8614,986,4,False,1.0,Vehicle Breakdown,True,True,0.0,2.83,False,2023-04-03 22:54:00
SHP-202339854,TRK985462296012,ORD-1592480,CUST-159291,Lisa Wolf,Economy,DHL,Returned,Dusseldorf,DE,Dortmund,Switzerland,29.76,125x34x71,960.11,24.15,21.95,02-10-2022,2022-06-08,05-07-2024,WH-HAM,DRV-1734,390,3,True,1.0,,True,True,0.0,8.48,False,2023-06-27 19:35:00
SHP-202339855,TRK268542389306,ORD-8072372,CUST-163314,Christina Bauer,Standard,UPS,delivered,Hanover,Germany,Stuttgart,Netherlands,16.94,67x59x6,434.27,71.68,0.0,2024-10-29,2022-02-11,2023-11-28,WH-FRA,DRV-6887,72,5,False,5.0,Customs Delay,False,True,0.0,82.54,False,2023-01-23 03:00:00
SHP-202339856,TRK475917268368,ORD-7937443,CUST-432804,Lisa Schulz,Freight,DPD,Delivered,Dusseldorf,Germany,Hanover,Poland,2.6,74x36x67,2777.28,76.43,8.98,11/16/2025,2022-08-29,2022-12-28,WH-MUC,DRV-4172,852,5,False,5.0,Strike,True,True,0.0,96.44,False,2023-04-14 19:35:00
SHP-202339857,TRK557216895813,ORD-5737914,CUST-393309,Emma Becker,Next Day,DHL,Delivered,Stuttgart,Deutschland,Essen,Czech Republic,43.23,21x64x57,643.08,58.55,0.65,2024-05-25,2022-12-15,2022-11-09,WH-DRS,DRV-3656,809,3,True,,Weather,True,True,0.0,54.7,False,2023-12-06 21:54:00
SHP-202339858,TRK651655907599,ORD-3974635,CUST-141646,Emma Sowah,Same Day,Deutsche Post,Delivered,Dortmund,Germany,Dresden,AT,37.04,16x11x17,2940.63,69.71,0.0,24/10/2022,2022-03-18,2025-03-15,WH-CGN,DRV-5702,103,1,True,4.0,,True,True,0.0,59.13,True,2023-02-07 18:40:00
SHP-202339859,TRK384376703000,ORD-9941783,CUST-476779,Emma Boateng,Standard,UPS,Delivered,Duisburg,Deutschland,Leipzig,NL,26.04,105x41x80,3770.59,73.36,0.0,2023-08-11,13/09/2022,2025-12-14,WH-DRS,DRV-3412,845,3,True,5.0,Customs Delay,True,False,3441.68,48.05,True,2023-12-22 18:10:00
SHP-202339860,TRK881033812676,ORD-4596867,CUST-649458,Thomas Schulz,Same Day,UPS,Attempted,Dortmund,Deutschland,Hanover,PL,47.23,125x18x31,3130.33,52.35,0.0,2023-08-08,2022-01-06,2022-03-17,WH-DRS,DRV-1222,1242,5,True,3.0,Weather,True,False,0.0,30.77,True,2023-06-14 21:55:00
SHP-202339861,TRK130444752493,ORD-3474608,CUST-940404,Mia Wagner,Freight,DHL,Failed,Berlin,DE,Nuremberg,Netherlands,49.36,69x85x24,436.54,68.43,0.0,12/08/2025,2025-08-26,2023-03-30,WH-CGN,DRV-2664,554,5,False,3.0,Vehicle Breakdown,True,False,524.22,31.52,False,2023-01-11 13:51:00
SHP-202339862,TRK602710158125,ORD-5554936,CUST-420801,Hanna Schneider,Next Day,DPD,Pending,Stuttgart,Germany,Dusseldorf,Czech Republic,23.63,72x10x12,501.07,9.07,20.1,2025-07-07,2023-07-12,2022-12-08,WH-BER,DRV-1667,647,3,True,,Strike,False,True,2321.42,48.74,False,2023-08-26 03:52:00
SHP-202339863,TRK727170130092,ORD-7060142,CUST-683171,Lisa Schulz,Same Day,GLS,Failed,Nuremberg,Germany,Leipzig,GERMANY,43.32,60x48x64,4796.64,61.6,0.0,2022-03-20,2025-03-18,01/06/2022,WH-FRA,DRV-9045,704,4,False,3.0,,False,False,0.0,94.49,True,2023-04-24 07:43:00
SHP-202339864,TRK407434534590,ORD-8558722,CUST-727053,Emma Muller,Economy,Amazon Logistics,DELIVERED,Nuremberg,GERMANY,Cologne,Austria,43.94,39x22x38,3152.97,7.79,0.0,2022-03-27,2025-12-25,2024-08-03,WH-MUC,DRV-1712,392,3,False,,Customs Delay,False,False,0.0,56.47,True,2023-05-04 07:32:00
SHP-202339865,TRK542045712971,ORD-2907237,CUST-728447,Lukas Wolf,Standard,Amazon Logistics,Pending,Munich,DE,Prague,CZ,23.44,108x48x15,2899.44,79.0,13.64,2022-06-24,2022-05-07,2024-06-03,WH-MUC,DRV-1873,470,4,True,5.0,,True,False,0.0,46.89,False,2023-08-23 15:24:00
SHP-202339866,TRK792516183642,ORD-6313858,CUST-215031,Felix Fischer,Economy,DHL,Pending,Frankfurt,DE,Hamburg,Netherlands,21.41,84x21x63,3894.83,55.49,21.22,2022-03-05,2023-08-24,2025-07-08,WH-FRA,DRV-4169,161,4,False,,Strike,False,False,437.2,39.77,False,2023-01-14 05:32:00
SHP-202339867,TRK961097850405,ORD-6580712,CUST-808935,Christina Weber,Economy,Hermes,DELIVERED,Dusseldorf,GERMANY,Hamburg,NL,36.61,139x84x43,4732.51,31.92,0.0,2023-07-01,2024-04-21,2025-11-13,WH-HAM,DRV-9302,1285,3,True,,Vehicle Breakdown,False,True,4049.39,88.63,False,2023-05-25 15:32:00
SHP-202339868,TRK544174251200,ORD-3685244,CUST-646841,Hanna Sowah,International,DHL,DELIVERED,Frankfurt,Deutschland,Frankfurt,DE,28.27,67x20x65,3036.35,88.36,0.0,2023-10-28,21-05-2025,01/30/2022,WH-MUC,DRV-3216,486,1,True,2.0,Incorrect Address,False,True,4649.59,15.11,True,2023-10-15 06:15:00
SHP-202339869,TRK544802588199,ORD-5171788,CUST-386295,Andreas Richter,Freight,Hermes,Lost,Nuremberg,Deutschland,Paris,Germany,40.25,60x84x7,4601.48,50.55,8.26,2025-02-01,2025-10-04,2023-04-06,WH-DRS,DRV-8526,610,4,True,4.0,Weather,False,True,0.0,81.7,True,2023-10-05 06:03:00
SHP-202339870,TRK849378098024,ORD-9331326,CUST-649162,Daniel Osei,Freight,DPD,Out for Delivery,Nuremberg,Germany,Munich,DE,39.16,91x45x73,4041.46,86.8,0.0,2022-02-22,2024-05-14,2023-12-20,WH-CGN,DRV-8582,815,1,False,5.0,,True,False,0.0,80.59,True,2023-08-21 13:18:00
SHP-202339871,TRK808126687682,ORD-5532972,CUST-317336,Christina Schneider,Freight,Deutsche Post,Failed,Bremen,DE,Hamburg,Austria,44.0,99x72x69,1771.4,55.91,6.48,2024-03-23,2024-07-24,2024-08-31,WH-MUC,DRV-6122,1033,5,False,1.0,,False,False,3152.67,84.84,False,2023-02-06 05:30:00
SHP-202339872,TRK131731525068,ORD-5317349,CUST-589377,Anna Osei,Same Day,FedEx,Delivered,Dresden,GERMANY,Munich,AT,2.42,57x57x76,4613.83,11.64,0.0,2025-08-01,2025-02-08,2024-09-16,WH-FRA,DRV-2527,361,2,True,5.0,Traffic,False,True,0.0,29.69,False,2023-07-03 00:56:00
SHP-202339873,TRK152393459807,ORD-5854251,CUST-804619,David Schneider,Same Day,Deutsche Post,Lost,Leipzig,DE,Cologne,Switzerland,14.94,124x59x47,4008.09,75.78,0.0,2023-07-28,11/20/2022,2022-03-23,WH-CGN,DRV-9883,108,5,True,,,True,True,0.0,37.74,False,2023-12-25 23:55:00
SHP-202339874,TRK301684230801,ORD-2158143,CUST-491020,Lisa Agyeman,Standard,GLS,delivered,Frankfurt,GERMANY,Hanover,Netherlands,41.13,149x50x15,4070.89,75.29,19.99,2025-10-11,2023-05-07,2024-04-11,WH-DRS,DRV-9616,697,1,False,5.0,Customs Delay,False,True,0.0,13.36,False,2023-07-10 16:04:00
SHP-202339875,TRK685772696116,ORD-9364924,CUST-615836,Daniel Muller,Economy,DHL,Returned,Hamburg,Deutschland,Nuremberg,CZ,19.25,54x61x47,4230.4,14.83,N/A,2022-04-02,18-04-2022,2024-10-01,WH-FRA,DRV-1591,1354,4,True,,,True,False,0.0,22.36,True,2023-05-22 07:16:00
SHP-202339876,TRK964239622676,ORD-3220961,CUST-105331,David Fischer,Freight,DHL,Lost,Hanover,DE,Munich,FR,27.39,74x86x69,4094.41,52.6,0.0,2022-03-21,12-04-2022,2025-06-18,WH-CGN,DRV-1455,935,1,True,2.0,Traffic,False,False,0.0,78.34,True,2023-09-28 11:02:00
SHP-202339877,TRK153446590907,ORD-2208551,CUST-253987,Mia Koch,International,DPD,Returned,Nuremberg,Deutschland,Amsterdam,DE,24.6,90x23x32,3083.11,47.79,0.0,2025-12-14,2022-12-28,2024-05-21,WH-FRA,DRV-8983,1457,2,True,,Recipient Not Available,True,True,0.0,71.64,False,2023-05-23 15:20:00
SHP-202339878,TRK283036590876,ORD-2181909,CUST-498692,Max Schneider,International,Amazon Logistics,Attempted,Leipzig,DE,Dortmund,Switzerland,19.45,23x89x18,4030.05,9.04,0.0,2022-02-04,2025-08-31,28/06/2022,WH-CGN,DRV-5340,594,2,False,5.0,Strike,True,True,0.0,25.46,True,2023-04-09 15:15:00
SHP-202339879,TRK111476914957,ORD-4895556,CUST-293325,Felix Weber,Freight,DB Schenker,DELIVERED,Munich,GERMANY,Stuttgart,GERMANY,3.69,111x38x58,4598.66,78.61,0.0,2024-01-15,2023-02-05,2023-04-10,WH-HAM,DRV-6065,927,2,False,,Recipient Not Available,True,True,0.0,92.74,True,2023-12-18 20:49:00
SHP-202339880,TRK157627825125,ORD-6172413,CUST-126798,Sabine Meyer,Same Day,GLS,Failed,Dusseldorf,Deutschland,Essen,Poland,21.27,124x39x76,2504.1,4.76,0.0,2024-09-11,02/08/2023,2025-05-21,WH-BER,DRV-6868,170,1,False,,,True,True,0.0,85.9,False,2023-01-14 16:21:00
SHP-202339881,TRK381082021058,ORD-1853536,CUST-880374,Lukas Wolf,Economy,GLS,In Transit,Stuttgart,Deutschland,Hanover,France,23.14,39x19x38,3190.34,72.36,15.59,2024-08-06,2022-07-22,01 Jan 2022,WH-HAM,DRV-7220,980,1,False,4.0,Incorrect Address,True,False,0.0,59.89,True,2023-03-22 20:00:00
SHP-202339882,TRK338988070199,ORD-8591414,CUST-102865,Thomas Schulz,Freight,DB Schenker,Out for Delivery,Hamburg,Germany,Hanover,France,48.21,31x54x59,1797.18,32.29,0.0,2024-07-28,02 Nov 2025,2024-03-01,WH-BER,DRV-1042,778,3,False,,Vehicle Breakdown,True,False,0.0,10.21,False,2023-06-05 11:52:00
SHP-202339883,TRK672618059395,ORD-5376425,CUST-424586,Sabine Wolf,Same Day,GLS,Pending,Dortmund,Deutschland,Amsterdam,NL,18.44,97x98x15,3194.25,81.61,5.37,2023-04-24,11/21/2024,28/02/2023,WH-CGN,DRV-7983,1133,2,False,4.0,Recipient Not Available,False,True,797.16,50.21,False,2023-10-04 20:36:00
SHP-202339884,TRK988905384325,ORD-6696924,CUST-916024,Hanna Schulz,Economy,Hermes,Failed,Nuremberg,GERMANY,Zurich,GERMANY,28.22,150x84x51,4546.44,45.85,0.0,2024-06-24,23 Mar 2023,2022-01-19,WH-CGN,DRV-5911,491,4,False,3.0,Customs Delay,False,True,3615.88,93.39,False,2023-04-14 20:45:00
SHP-202339885,TRK565936209494,ORD-9298548,CUST-433112,Christina Weber,Economy,DHL,DELIVERED,Duisburg,Deutschland,Leipzig,Austria,19.6,73x54x75,3653.75,10.64,0.0,28-09-2024,19-03-2024,2023-10-25,WH-BER,DRV-2526,243,4,True,5.0,Strike,False,False,0.0,89.41,True,2023-08-12 17:32:00
