student_id,enrollment_id,student_name,date_of_birth,age,gender,grade_level,major,enrollment_date,graduation_date,enrollment_status,gpa,credits_completed,credits_required,attendance_rate_pct,course_id,course_name,instructor_name,course_grade,course_credits,semester,academic_year,tuition_eur,financial_aid_eur,scholarship_eur,loan_amount_eur,payment_status,extracurricular_activities,discipline_incidents,counseling_sessions,career_services_used,internship_completed,job_placement,starting_salary_eur,alumni_donor,created_at
STU-202344971,ENR-464994,Michael Wolf,1997-10-06,20,Prefer not to say,Junior,Nursing,2021-07-17,2023-03-04,ACTIVE,1.91,60,175,96.23,CRS-7974,Applied Biology,Prof. Sarah Schmidt,C+,5,spring,2024-2025,8345.56,8797.51,0.0,21607.87,Paid,debate,3,5,False,False,Unknown,52521.5,True,2023-08-26 22:13:00
STU-202344972,ENR-110620,Emma Wolf,07/27/1997,23,Non-binary,Junior,Engineering,13 May 2022,06 Mar 2025,Withdrawn,3.35,18,167,89.07,CRS-7300,Advanced Economics,Prof. Lukas Osei,c_minus,1,spring,2025-2026,2518.42,3132.73,3792.06,28783.66,PAID,,3,6,False,False,further_education,,True,2023-11-25 07:30:00
STU-202344973,ENR-657215,Leon Wolf,2010-08-07,21,Prefer not to say,,English,2024-07-06,22-09-2023,ACTIVE,3.93,65,178,90.56,CRS-3200,Advanced Economics,Prof. Max Wagner,c_plus,1,Summer,2020-2021,1645.32,0.0,8159.34,12724.06,pending,Volunteering,1,4,True,False,Military,,False,2023-09-13 09:09:00
STU-202344974,ENR-498461,Mia Bauer,1998-07-06,14,Female,12,English,2024-04-25,2023-08-27,ACTIVE,2.45,118,129,56.31,CRS-9976,Fundamentals of Biology,Prof. Hanna Klein,f,3,summer,2021-2022,14030.94,10600.85,0.0,0.0,Overdue,Debate,3,13,True,True,NULL,,True,2023-02-04 19:09:00
STU-202344975,ENR-777578,Paul Osei,2000-04-19,16,F,graduate,,2023-04-09,2023-08-23,Graduated,1.51,4,161,61.61,CRS-9842,Introduction to Business,Prof. Andreas Wolf,Withdrawn,1,spring,2025-2026,5491.55,0.0,4778.39,0.0,paid,Volunteering,3,1,False,True,,68748.2,True,2023-08-07 00:38:00
STU-202344976,ENR-254705,Paul Wagner,2003-11-23,22,Prefer not to say,graduate,Education,2020-09-15,2023-12-12,withdrawn,3.75,153,124,53.53,CRS-5841,Introduction to Economics,Prof. Michael Koch,C,3,SUMMER,2020-2021,5776.92,0.0,0.0,0.0,partial,Student Government,5,5,True,False,employed,,False,2023-09-14 10:05:00
STU-202344977,ENR-367294,Sabine Hoffmann,2010-11-26,16,Prefer not to say,senior,Undeclared,2025-10-14,2025-09-10,On Leave,1.79,121,152,90.36,CRS-7400,Principles of Literature,Prof. Paul Schulz,d,4,summer,2023-2024,13946.2,0.0,6236.65,40515.04,Partial,volunteering,3,15,True,False,EMPLOYED,96028.6,True,2023-12-26 06:56:00
STU-202344978,ENR-526743,Lukas Bauer,2005-06-28,25,,Junior,English,25-07-2024,08 Jul 2022,graduated,2.04,40,171,53.94,CRS-3414,Advanced Literature,Prof. Sabine Schulz,Withdrawn,5,FALL,2025-2026,5944.16,9365.91,0.0,2881.25,Overdue,sports,4,2,True,False,EMPLOYED,84848.07,False,2023-04-26 16:11:00
STU-202344979,ENR-430075,Mia Osei,2008-12-12,27,FEMALE,Graduate,Physics,2023-02-14,2023-11-01,transferred,1.1,62,134,94.44,CRS-3991,Applied Business,Prof. Michael Richter,C,6,SUMMER,2020-2021,14023.82,12220.69,0.0,42469.18,Partial,none,4,19,True,False,Further Education,,True,2023-08-12 11:40:00
STU-202344980,ENR-780836,Lukas Muller,2000-04-24,20,Non-binary,Senior,Physics,2022-03-10,2024-08-27,Withdrawn,3.65,130,160,64.06,CRS-1075,Introduction to Literature,Prof. Petra Becker,b,5,spring,2024-2025,3395.93,8415.94,2625.14,31676.75,Overdue,none,5,0,True,False,Employed,85288.96,True,2023-06-08 23:22:00
STU-202344981,ENR-617954,Hanna Bauer,2000-07-05,18,MALE,9,Nursing,2021-01-01,2025-11-02,Withdrawn,3.31,80,134,81.58,CRS-2141,Introduction to Engineering,Prof. Daniel Schneider,A-,1,summer,2024-2025,14468.52,0.0,8133.91,24238.09,Partial,Student Government,5,1,False,False,military,91934.31,True,2023-10-27 17:16:00
STU-202344982,ENR-704978,Anna Weber,07/12/1999,28,non_binary,12,Business,2025-07-30,2023-05-13,suspended,NA,98,167,81.61,CRS-2323,Introduction to Music,Prof. Sophie Schneider,incomplete,6,Fall,2023-2024,4006.58,6827.73,0.0,45797.83,Paid,Student Government,2,13,True,False,Military,,True,2023-01-13 00:14:00
STU-202344983,ENR-449764,Petra Schmidt,2000-02-16,21,female,12,,04-12-2023,2023-05-09,graduated,2.0,68,159,82.02,CRS-3719,Fundamentals of Psychology,Prof. Michael Sowah,Incomplete,5,SUMMER,2025-2026,4151.45,11844.27,0.0,37671.84,paid,Volunteering,3,17,True,True,,,True,2023-07-20 11:00:00
STU-202344984,ENR-311358,Leon Becker,2003-12-30,23,Male,,Economics,2022-09-04,2023-11-26,Transferred,3.91,178,158,96.48,CRS-6586,Principles of Economics,Prof. Mia Richter,A,1,Spring,2025-2026,1642.52,10947.36,4069.56,16225.55,Pending,student_government,4,15,False,True,Employed,,False,2023-11-27 05:19:00
STU-202344985,ENR-176449,Michael Weber,2004-07-29,17,F,Senior,Physics,2025-09-09,2023-05-31,On Leave,2.81,150,125,81.33,CRS-9152,Fundamentals of Psychology,Prof. Max Schulz,D,3,Fall,2021-2022,12090.97,0.0,2337.89,0.0,paid,debate,5,13,False,False,Military,N/A,False,2023-09-22 17:39:00
STU-202344986,ENR-326082,Paul Osei,2004-07-31,23,male,Junior,Chemistry,2023-07-20,2025-01-16,Suspended,3.78,89,131,54.62,CRS-3331,Advanced Art,Prof. Paul Hoffmann,c_minus,4,Spring,2023-2024,2208.19,7194.91,8960.97,31909.19,deferred,Research,0,0,False,False,unemployed,47319.03,False,2023-07-04 16:59:00
STU-202344987,ENR-443768,Leon Schmidt,2008-10-06,22,M,sophomore,Art,2025-09-23,2023-07-05,suspended,2.66,93,131,88.64,CRS-2911,Introduction to Chemistry,Prof. Mia Fischer,c_minus,4,spring,2021-2022,14849.72,8912.7,0.0,0.0,partial,,5,9,True,False,military,86215.45,False,2023-11-16 18:10:00
STU-202344988,ENR-417178,Michael Richter,1997-06-09,28,FEMALE,freshman,English,26-10-2024,2022-03-22,suspended,3.32,167,164,92.3,CRS-4052,Applied Art,Prof. Mia Hoffmann,f,3,Spring,2024-2025,13896.85,6000.6,0.0,18682.24,Paid,none,3,12,False,True,NULL,56633.25,False,2023-05-06 20:05:00
STU-202344989,ENR-401235,Christina Weber,2002-02-09,16,female,Senior,Nursing,2021-06-22,2023-01-27,on_leave,2.97,59,144,52.1,CRS-7415,Advanced Music,Prof. Lukas Osei,c_plus,5,SUMMER,2022-2023,4358.17,10090.75,1949.29,0.0,paid,None,5,2,True,False,unemployed,57025.96,True,2023-10-22 16:27:00
STU-202344990,ENR-648526,Sabine Bauer,1999-12-21,22,female,freshman,Business,31-08-2022,2022-03-26,suspended,2.13,193,120,61.84,CRS-8495,Applied Literature,Prof. Lukas Schneider,b_minus,1,SPRING,2022-2023,6573.47,1640.75,0.0,14535.2,Deferred,,2,18,True,False,EMPLOYED,68439.06,True,2023-10-12 23:04:00
STU-202344991,ENR-914636,Petra Richter,2001-10-10,20,Prefer not to say,10,Psychology,31 Jan 2022,2022-08-03,Active,3.11,58,152,90.07,CRS-9951,Advanced Engineering,Prof. Andreas Schneider,b_minus,1,Fall,2021-2022,8651.17,9193.5,0.0,35130.99,overdue,research,5,13,True,False,Further Education,N/A,False,2023-10-15 16:17:00
STU-202344992,ENR-673956,Paul Weber,2010-08-14,25,,Junior,Mathematics,2024-07-09,2023-10-13,Suspended,NA,32,159,62.54,CRS-2910,Advanced Physics,Prof. Emma Koch,a_minus,5,Spring,2023-2024,13291.2,13881.34,1890.04,34709.67,Overdue,Music,2,6,False,False,military,,True,2023-02-11 04:37:00
STU-202344993,ENR-685025,Sarah Klein,1995-01-19,20,Non-binary,11,Physics,03/02/2024,2022-01-16,transferred,3.43,81,161,89.27,CRS-9681,Introduction to Music,Prof. Lukas Bauer,c_plus,2,SUMMER,2022-2023,14255.04,10255.31,0.0,45342.6,paid,sports,4,0,True,True,Unemployed,45597.89,False,2023-08-16 20:30:00
STU-202344994,ENR-996614,Mia Koch,2003-07-22,24,non_binary,Junior,Psychology,03/06/2024,12/23/2022,active,2.75,171,152,94.1,CRS-1633,Principles of Mathematics,Prof. Andreas Schulz,,1,SUMMER,2024-2025,13709.65,7910.37,0.0,5350.3,partial,Sports,0,16,False,True,Further Education,63917.71,True,2023-09-24 04:39:00
STU-202344995,ENR-774286,Paul Schneider,2004-09-21,30,MALE,freshman,,2020-08-05,2024-05-18,Transferred,2.45,7,144,51.48,CRS-6162,Introduction to Art,Prof. Anna Meyer,B+,4,Fall,2023-2024,7546.38,8047.8,814.29,28042.63,pending,Research,3,17,False,True,unknown,,False,2023-01-19 01:42:00
STU-202344996,ENR-374447,Felix Bauer,1996-05-16,28,Prefer not to say,,Education,2022-06-05,2025-09-23,Withdrawn,2.96,142,130,91.98,CRS-9158,Applied Literature,Prof. Christina Koch,incomplete,5,Spring,2021-2022,8991.03,0.0,3149.93,0.0,Partial,Music,1,9,False,True,,65914.81,False,2023-03-10 11:53:00
STU-202344997,ENR-684101,Hanna Meyer,29 Apr 2005,19,male,sophomore,,2025-04-27,05/17/2024,Withdrawn,3.01,10,164,78.36,CRS-1834,Principles of Chemistry,Prof. Sophie Sowah,F,2,Spring,2020-2021,3308.9,0.0,8686.4,0.0,partial,Volunteering,2,13,False,True,EMPLOYED,,False,2023-05-23 05:41:00
STU-202344998,ENR-449570,Andreas Fischer,2010-08-03,25,Female,11,Engineering,2022-04-18,2024-12-19,transferred,10.9,136,179,84.65,CRS-4457,Applied Biology,Prof. Sabine Sowah,withdrawn,3,Fall,2021-2022,10173.65,5858.37,0.0,7901.54,Deferred,Volunteering,5,6,True,True,EMPLOYED,37818.78,True,2023-11-15 13:28:00
STU-202344999,ENR-177268,Petra Koch,02/15/2003,19,non_binary,Sophomore,Physics,2022-08-13,2025-01-06,graduated,2.86,190,126,70.75,CRS-5215,Fundamentals of Business,Prof. Leon Osei,Withdrawn,1,fall,2024-2025,6364.27,2649.76,0.0,0.0,PAID,Student Government,5,17,True,True,,,True,2023-06-21 10:46:00
STU-202345000,ENR-815503,Felix Richter,2007-03-04,21,F,10,Nursing,26/03/2025,2023-06-02,Withdrawn,1.75,24,178,83.96,CRS-3905,Applied Biology,Prof. Sophie Meyer,a_minus,1,Summer,2021-2022,14488.6,6894.23,0.0,0.0,Pending,sports,2,14,True,True,EMPLOYED,44911.19,True,2023-05-17 21:07:00
STU-202345001,ENR-127704,Michael Fischer,1996-10-16,15,non_binary,Junior,Education,11/29/2024,2024-10-16,Graduated,3.54,152,152,62.56,CRS-6131,Fundamentals of Business,Prof. Petra Richter,withdrawn,4,SUMMER,2024-2025,2158.07,0.0,4009.01,17314.46,Deferred,Research,0,13,True,False,military,,False,2023-05-16 10:44:00
STU-202345002,ENR-868876,Hanna Becker,1995-07-08,27,F,senior,undeclared,2022-06-19,2024-07-25,Graduated,2.9,185,174,56.59,CRS-3376,Applied Mathematics,Prof. Anna Meyer,c_minus,6,FALL,2021-2022,14455.22,3112.16,0.0,46244.32,paid,none,5,13,False,False,unemployed,56107.66,False,2023-07-05 09:33:00
STU-202345003,ENR-424351,Petra Meyer,2001-10-06,30,prefer_not_to_say,10,Biology,2022-06-06,2023-08-23,Active,1.15,19,173,75.48,CRS-8750,Advanced Chemistry,Prof. Leon Osei,a,1,spring,2022-2023,13480.15,838.13,8705.91,22050.72,Overdue,none,0,11,True,False,military,,True,2023-06-28 12:18:00
STU-202345004,ENR-206641,Anna Schulz,1998-01-26,26,,12,Music,2024-02-07,21-10-2022,Transferred,1.18,189,177,87.72,CRS-6527,Applied Biology,Prof. Daniel Bauer,a_minus,6,spring,2022-2023,6859.92,12306.97,1806.8,18794.08,paid,,4,6,True,True,Unknown,,False,2023-11-09 21:29:00
STU-202345005,ENR-647651,Max Richter,2001-12-17,14,MALE,10,English,2023-09-02,2025-04-19,ACTIVE,2.79,175,158,52.23,CRS-2929,Applied Physics,Prof. Christina Bauer,A-,4,Fall,2022-2023,14654.32,8127.24,7467.34,47316.29,deferred,Volunteering,2,20,True,False,unknown,,True,2023-03-16 11:38:00
STU-202345006,ENR-801463,Sophie Bauer,2008-03-03,28,Male,10,Computer Science,2022-03-09,2025-10-19,withdrawn,2.94,77,156,84.16,CRS-2484,Applied Literature,Prof. Sabine Wolf,C,3,spring,2025-2026,13323.15,8609.41,5260.77,8927.97,partial,sports,2,4,False,False,unknown,,False,2023-12-26 07:58:00
STU-202345007,ENR-488375,Andreas Meyer,2002-06-25,25,M,Junior,English,2025-11-27,2022-03-12,active,3.73,39,145,88.39,CRS-1588,Advanced Psychology,Prof. Andreas Wolf,C+,1,Fall,2024-2025,6690.73,0.0,999.62,39599.69,pending,None,0,2,True,True,EMPLOYED,,False,2023-09-02 08:58:00
STU-202345008,ENR-875263,Michael Koch,2007-02-12,24,MALE,Graduate,English,2020-12-30,2023-05-07,on_leave,1.69,13,157,86.05,CRS-4500,Principles of Programming,Prof. Hanna Wolf,D,1,summer,2022-2023,5383.15,2122.46,0.0,875.84,Deferred,student_government,0,18,False,True,military,,False,2023-01-15 00:45:00
STU-202345009,ENR-848508,Anna Schmidt,1998-05-19,25,Prefer not to say,12,History,05-06-2020,2022-02-24,Withdrawn,3.43,161,149,68.11,CRS-6040,Principles of Physics,Prof. Hanna Becker,,5,SPRING,2022-2023,12803.53,7490.57,0.0,19703.08,Deferred,N/A,5,4,False,False,unknown,,False,2023-08-25 13:03:00
STU-202345010,ENR-226780,Paul Fischer,1996-07-30,28,male,12,Music,20 Feb 2024,04 Jul 2025,on_leave,3.99,126,179,94.04,CRS-2851,Advanced Business,Prof. Max Fischer,B+,1,spring,2023-2024,5759.34,2441.55,0.0,0.0,pending,none,0,8,True,False,unemployed,N/A,False,2023-09-20 05:31:00
STU-202345011,ENR-449692,Mia Richter,1999-09-10,26,,graduate,Business,2023-09-28,2025-01-12,Graduated,2.8,197,161,63.23,CRS-1004,Applied Art,Prof. Hanna Osei,withdrawn,3,FALL,2024-2025,3463.25,0.0,0.0,0.0,Pending,debate,3,4,False,False,Further Education,,False,2023-01-27 10:38:00
STU-202345012,ENR-547508,Sarah Schulz,2008-03-31,29,Female,12,Nursing,2023-04-26,2023-02-27,ACTIVE,2.09,125,125,62.2,CRS-5030,Applied History,Prof. Petra Sowah,d,1,SPRING,2023-2024,5628.1,0.0,9223.2,44618.54,paid,,2,17,True,False,NULL,,True,2023-08-02 06:07:00
STU-202345013,ENR-406892,Lukas Sowah,2000-07-09,22,MALE,Freshman,Physics,2023-08-26,28-02-2022,on_leave,1.18,125,163,78.74,CRS-2793,Intermediate Music,Prof. Daniel Fischer,D,1,SUMMER,2025-2026,13421.28,9683.94,0.0,48591.48,paid,student_government,1,20,False,True,employed,,False,2023-06-13 10:02:00
STU-202345014,ENR-183932,Sophie Meyer,1995-10-31,28,non_binary,Graduate,,2025-09-02,2022-10-02,Active,3.98,91,140,96.98,CRS-8603,Intermediate Physics,Prof. Anna Schneider,Withdrawn,6,fall,2024-2025,2118.79,4884.52,1398.9,30408.49,partial,Research,2,14,False,False,unknown,,True,2023-10-08 19:47:00
STU-202345015,ENR-495991,Thomas Meyer,27/10/2004,14,,freshman,Undeclared,2025-09-15,2024-10-23,On Leave,1.74,145,135,52.78,CRS-1440,Fundamentals of Mathematics,Prof. Emma Schneider,a_minus,1,spring,2023-2024,8119.37,8082.64,923.05,15560.19,Deferred,student_government,3,1,True,False,EMPLOYED,,True,2023-03-28 21:20:00
STU-202345016,ENR-859715,Emma Schmidt,2007-11-07,22,male,10,undeclared,2020-11-02,04/12/2025,suspended,1.07,75,167,59.5,CRS-8619,Introduction to Engineering,Prof. Andreas Sowah,C-,1,summer,2024-2025,3273.98,0.0,0.0,44646.14,deferred,Student Government,4,5,True,False,Further Education,,False,2023-05-10 12:48:00
STU-202345017,ENR-291265,Petra Wagner,2007-02-05,20,FEMALE,Senior,Physics,2024-12-03,2022-10-06,On Leave,1.71,154,166,57.45,CRS-8600,Introduction to Engineering,Prof. Thomas Koch,,5,Fall,2021-2022,14851.77,1659.65,0.0,11507.86,overdue,none,4,8,False,False,Unemployed,80266.0,True,2023-06-25 20:33:00
STU-202345018,ENR-192838,Andreas Wolf,1999-08-14,24,M,12,Nursing,03/08/2024,22-05-2022,Withdrawn,3.27,169,123,53.81,CRS-4420,Fundamentals of History,Prof. Sophie Schmidt,b,2,Summer,2021-2022,12164.81,14392.34,0.0,33986.09,Overdue,None,2,13,False,True,employed,95288.98,True,2023-08-25 02:47:00
STU-202345019,ENR-886329,Andreas Weber,2008-06-30,27,female,graduate,Biology,2024-06-28,31-05-2022,On Leave,2.32,188,165,60.67,CRS-6445,Fundamentals of Physics,Prof. Anna Muller,N/A,5,SPRING,2022-2023,9192.21,2961.92,0.0,39271.86,deferred,music,3,14,False,True,NULL,,False,2023-07-22 06:02:00
STU-202345020,ENR-984574,Thomas Schulz,2008-11-27,14,MALE,12,,2024-02-14,2024-03-17,Graduated,3.44,106,145,80.84,CRS-7307,Applied Biology,Prof. Andreas Bauer,incomplete,2,Fall,2023-2024,9026.26,3374.99,9943.51,43524.39,Partial,volunteering,3,3,True,True,,67392.69,False,2023-02-14 04:16:00
STU-202345021,ENR-876542,Thomas Schulz,1995-08-14,18,male,junior,Art,2022-08-18,2025-03-09,Graduated,2.49,14,158,71.72,CRS-8359,Applied Music,Prof. Emma Weber,withdrawn,5,SPRING,2020-2021,8801.46,10489.25,0.0,7810.99,paid,music,3,16,False,True,military,67560.92,True,2023-01-12 12:28:00
STU-202345022,ENR-197568,Paul Osei,1995-06-05,26,FEMALE,senior,undeclared,06-05-2020,2023-05-28,Active,3.36,158,143,97.6,CRS-4848,Principles of Biology,Prof. Hanna Muller,,3,Spring,2021-2022,12256.19,7122.39,7419.23,11292.42,pending,Debate,4,16,False,True,Employed,,True,2023-12-06 07:40:00
STU-202345023,ENR-119055,Anna Meyer,2003-01-07,22,M,,English,2023-12-07,24-02-2022,withdrawn,2.91,112,157,59.13,CRS-8161,Principles of Psychology,Prof. Hanna Koch,c_plus,1,spring,2023-2024,9698.59,8711.05,6396.46,36887.9,pending,Debate,3,19,False,True,unemployed,58303.65,True,2023-01-05 21:05:00
STU-202345024,ENR-890727,Max Richter,03/12/1998,22,M,9,Psychology,2025-09-24,2025-06-20,suspended,1.09,198,175,75.56,CRS-7320,Applied Chemistry,Prof. Petra Weber,C+,3,Summer,2023-2024,12820.1,9171.6,0.0,0.0,overdue,research,2,0,False,False,,51039.06,True,2023-04-23 09:26:00
STU-202345025,ENR-666258,Max Sowah,2007-01-14,30,female,Graduate,Business,2025-07-14,2024-11-20,Active,,75,165,67.25,CRS-4120,Intermediate Programming,Prof. Christina Richter,f,6,fall,2024-2025,3489.93,14769.04,0.0,0.0,Overdue,,4,7,False,False,,,False,2023-03-22 18:41:00
STU-202345026,ENR-912211,Petra Schulz,1999-06-28,19,non_binary,11,undeclared,2023-10-09,2024-07-03,ACTIVE,2.8,37,139,50.18,CRS-2222,Intermediate Mathematics,Prof. Emma Richter,c,3,SPRING,2022-2023,6137.82,10434.5,0.0,42623.78,pending,debate,4,3,True,False,Employed,71397.39,False,2023-01-21 19:49:00
STU-202345027,ENR-413902,Mia Klein,08/07/2000,21,M,freshman,Mathematics,2023-08-31,2024-01-17,Graduated,NA,85,142,56.85,CRS-3284,Advanced Programming,Prof. Lukas Fischer,B,6,Summer,2020-2021,5000.35,0.0,3364.84,39876.98,PAID,research,4,1,False,False,Military,,True,2023-08-18 06:32:00
STU-202345028,ENR-723371,Paul Wolf,08/28/2007,22,Non-binary,Freshman,Business,2025-02-09,2022-08-27,transferred,3.42,135,145,80.93,CRS-7793,Introduction to Psychology,Prof. Sabine Schulz,a,5,fall,2021-2022,11094.51,7875.24,0.0,47172.93,Partial,Volunteering,5,9,True,True,Employed,73362.75,False,2023-09-21 16:27:00
STU-202345029,ENR-576406,Christina Richter,1996-03-29,24,Non-binary,11,undeclared,2022-11-16,2025-02-24,on_leave,2.33,196,162,91.7,CRS-6164,Applied Art,Prof. Sarah Wagner,F,4,Summer,2022-2023,11563.86,0.0,0.0,32533.16,deferred,None,2,17,False,True,Military,92959.39,True,2023-11-13 19:22:00
STU-202345030,ENR-746490,Andreas Schmidt,28-06-2003,27,,Graduate,Biology,2023-01-22,2022-04-16,transferred,,129,134,95.28,CRS-8353,Fundamentals of History,Prof. Michael Bauer,c_plus,6,SUMMER,2025-2026,4962.18,11475.37,1018.38,33323.87,deferred,None,5,7,False,False,,,True,2023-05-10 16:53:00
STU-202345031,ENR-669371,Daniel Muller,1997-07-19,26,female,9,Education,2024-02-15,31-05-2025,ACTIVE,1.97,175,137,80.37,CRS-2070,Intermediate Biology,Prof. Thomas Koch,c_minus,4,FALL,2021-2022,9676.8,13069.05,0.0,17682.82,PAID,debate,1,2,False,True,employed,66285.33,False,2023-04-22 17:38:00
STU-202345032,ENR-477688,Michael Osei,2007-08-03,28,female,Freshman,Music,14-09-2025,2022-05-18,Graduated,3.28,196,139,76.87,CRS-8793,Intermediate Art,Prof. Christina Schulz,D,5,SUMMER,2025-2026,5574.82,8575.5,7696.12,0.0,PAID,volunteering,0,18,False,True,unemployed,,False,2023-03-02 03:53:00
STU-202345033,ENR-394583,Hanna Koch,1995-08-20,25,Male,graduate,Nursing,03/31/2020,2023-03-10,withdrawn,3.05,161,161,97.65,CRS-5873,Introduction to Art,Prof. Sophie Wolf,A-,6,Spring,2020-2021,4765.0,7890.81,5750.41,0.0,paid,research,2,9,False,False,Employed,,True,2023-12-03 04:50:00
STU-202345034,ENR-656855,Andreas Becker,1996-03-05,19,MALE,senior,Business,17/09/2020,2025-10-07,Transferred,2.82,192,155,65.83,CRS-1817,Fundamentals of Business,Prof. Max Klein,incomplete,6,Summer,2024-2025,5236.6,0.0,8988.24,0.0,PAID,None,5,0,True,True,military,78897.21,True,2023-10-18 11:03:00
STU-202345035,ENR-523529,Michael Klein,2009-03-24,16,M,sophomore,Education,2025-09-03,2022-08-14,withdrawn,3.53,134,169,71.0,CRS-1799,Principles of Psychology,Prof. Sarah Weber,Incomplete,5,FALL,2025-2026,4297.62,8454.72,4011.8,8218.49,Paid,None,0,5,True,False,Further Education,,False,2023-12-25 19:51:00
STU-202345036,ENR-903528,Thomas Wolf,2008-11-05,17,Non-binary,junior,Music,2022-03-16,2024-11-23,graduated,3.31,150,170,56.32,CRS-1651,Principles of Economics,Prof. Sophie Wagner,D,1,FALL,2024-2025,10136.47,7830.88,0.0,32503.07,Paid,sports,2,16,True,True,Military,,True,2023-08-20 09:44:00
STU-202345037,ENR-881479,Anna Osei,1996-11-07,21,female,Sophomore,Business,2022-03-08,2022-12-30,on_leave,,157,153,69.27,CRS-3108,Applied Biology,Prof. Sabine Koch,D,2,summer,2022-2023,2522.0,1456.11,1207.47,0.0,Overdue,Sports,2,14,False,True,,,False,2023-03-25 13:10:00
STU-202345038,ENR-438926,Sarah Koch,2010-02-17,28,non_binary,10,Mathematics,2022-02-15,2024-07-09,Graduated,3.91,76,153,67.57,CRS-5253,Applied Physics,Prof. Christina Wagner,B,5,fall,2020-2021,10697.94,1623.36,7704.87,0.0,partial,music,0,12,True,True,unemployed,,False,2023-12-25 02:13:00
STU-202345039,ENR-785302,Sabine Schmidt,2002-05-27,27,MALE,graduate,Undeclared,06/14/2021,2023-02-22,suspended,,17,124,59.5,CRS-5748,Introduction to Literature,Prof. Lukas Koch,b,4,spring,2020-2021,14710.2,14986.69,0.0,30871.62,Deferred,None,5,15,False,True,EMPLOYED,,False,2023-04-02 03:38:00
STU-202345040,ENR-546790,Daniel Klein,22 Jan 2004,28,Male,Sophomore,Economics,2021-02-08,2023-03-28,suspended,NA,123,175,99.69,CRS-2850,Intermediate Biology,Prof. Christina Schulz,a_minus,5,Summer,2025-2026,5391.82,0.0,0.0,26849.08,paid,sports,4,0,True,False,further_education,56243.87,True,2023-05-27 05:59:00
STU-202345041,ENR-398861,Sophie Richter,16 Jun 2000,17,non_binary,10,Music,2025-05-05,2024-10-21,Active,3.87,191,149,68.03,CRS-5047,Introduction to Art,Prof. Mia Meyer,c,5,Summer,2024-2025,6713.16,919.23,7332.37,46651.79,overdue,Debate,1,18,True,False,Unemployed,,True,2023-04-06 10:13:00
STU-202345042,ENR-215818,Sophie Hoffmann,1998-07-22,15,Prefer not to say,,Engineering,26/07/2021,2022-05-13,Graduated,1.66,15,132,96.77,CRS-6447,Applied Mathematics,Prof. Hanna Meyer,c_plus,4,Summer,2025-2026,5020.49,8531.64,0.0,5352.96,partial,Volunteering,1,8,False,False,EMPLOYED,90272.9,False,2023-12-02 14:28:00
STU-202345043,ENR-732957,Felix Fischer,2000-09-17,21,F,11,Chemistry,09 Apr 2024,2023-02-22,Suspended,3.22,68,154,98.34,CRS-7514,Applied Literature,Prof. Max Muller,D,4,Summer,2023-2024,9653.36,0.0,6556.88,18489.24,deferred,N/A,1,2,True,True,further_education,,False,2023-05-22 14:56:00
STU-202345044,ENR-713190,Paul Muller,2006-06-07,22,MALE,11,Music,2023-10-26,2024-06-22,graduated,3.67,25,124,72.78,CRS-8115,Advanced Art,Prof. Paul Becker,b_minus,5,summer,2024-2025,11689.11,287.33,0.0,0.0,partial,music,4,8,False,True,unemployed,77498.54,True,2023-06-15 18:57:00
STU-202345045,ENR-819268,Lukas Muller,2002-03-16,29,F,11,Biology,2024-01-25,2022-12-09,On Leave,1.36,159,157,85.46,CRS-9664,Intermediate Programming,Prof. Sophie Wolf,b,3,Summer,2023-2024,9497.88,9276.55,0.0,16186.34,overdue,Sports,5,10,False,False,employed,56159.78,False,2023-03-26 01:03:00
STU-202345046,ENR-874344,Mia Schulz,2009-04-26,29,Male,,,2022-01-03,2024-08-02,Active,2.3,87,140,57.65,CRS-1134,Applied Engineering,Prof. Sarah Sowah,Withdrawn,6,summer,2024-2025,7717.96,12759.83,3045.4,14210.55,Deferred,None,2,0,True,True,Military,45237.6,False,2023-02-21 00:20:00
STU-202345047,ENR-235636,Petra Richter,2002-09-09,27,F,freshman,Mathematics,2025-04-18,06/03/2025,transferred,2.67,35,175,97.89,CRS-3871,Fundamentals of Engineering,Prof. Emma Meyer,A,2,SPRING,2021-2022,13376.07,14421.34,0.0,0.0,paid,Volunteering,3,18,True,False,unemployed,,True,2023-10-28 13:03:00
STU-202345048,ENR-869064,Lukas Hoffmann,2000-08-22,30,M,,Mathematics,2021-04-08,12/09/2023,Transferred,1.47,77,180,50.87,CRS-5608,Principles of Programming,Prof. Leon Bauer,B+,3,summer,2021-2022,10475.65,12901.13,8778.9,32975.39,PAID,Debate,5,19,False,False,Further Education,93974.86,True,2023-06-19 22:29:00
STU-202345049,ENR-890885,Daniel Schmidt,07/06/2010,30,Female,freshman,,2020-05-26,2023-12-10,active,2.74,23,143,80.9,CRS-8010,Applied Music,Prof. Emma Wagner,d,1,fall,2021-2022,10398.5,2163.62,9302.72,0.0,Deferred,sports,3,15,False,False,unemployed,,True,2023-03-09 21:10:00
STU-202345050,ENR-458826,Thomas Richter,2000-10-20,21,Female,sophomore,,2024-04-26,2024-11-27,suspended,2.34,120,146,84.66,CRS-6606,Applied Programming,Prof. Sabine Sowah,b_minus,4,summer,2023-2024,6532.87,11153.6,166.32,0.0,deferred,student_government,1,19,False,False,EMPLOYED,53336.48,True,2023-02-22 09:12:00
